7.142909833397333: nyx
36.81679389312977: 64oo
41.0: gl503vm
35.0: 294t
36.714285714285715: 256ssd
37.46153846153846: gtx1060
37.60294117647059: w10
51.66666666666667: 9i
35.785714285714285: hi13
35.0: n3450
34.76923076923077: 13.5
35.0: k2bqxs
31.0: ipd
31.0: d1087
32.83695652173913: b310
34.33903133903134: batangan
31.0: norekon
38.333333333333336: l55
31.333333333333332: xr
35.0: 61plus
33.648648648648646: everr
31.7593984962406: memang
31.0: okey
31.60431654676259: 6plus
32.875: baseus
34.625: weaving
31.0: buanyak
35.6: diskon.awal.thn2019
31.948320413436694: boskuu
32.81962025316456: ringke
34.833333333333336: hoco
34.666666666666664: bluetooh
33.450980392156865: airpods
31.571428571428573: nomad
31.0: 002070
40.714285714285715: zb631kl
35.0: a552
36.666666666666664: hpmurah
32.6: e1050
37.41304347826087: 5310
36.148648648648646: 845
34.87755102040816: 12mp
35.5625: handfree
34.0: xiaoyi
33.666666666666664: dash
34.98412698412699: 1080p
34.0: wdr
40.632231404958674: y95
34.95652173913044: zilla
34.21875: sennheiser
33.6: hd1
32.53846153846154: momentum
35.32394366197183: fulset
31.8: nano+esim
31.944444444444443: a8plus
34.93939393939394: zyrex
35.0: m303x
36.0126582278481: microsoft
36.5: oredoo
33.0: d6503
35.285714285714285: l50
38.0: andorid
37.4: 5.5inc
34.86666666666667: d855
36.23076923076923: s860
33.91818181818182: 4i
36.6: pb1
36.6: 770m
37.5: p3b
43.0: wkp
38.0: pc998
37.26086956521739: b6s
33.0: tipo
34.188235294117646: note3
37.38461538461539: ram3gb
31.0: wiapiph7
31.0: ss0a
31.0: ibracket
35.829268292682926: nilkin
38.0: 1681
32.333333333333336: 15gb
32.416666666666664: j320
48.97916666666667: alcatel
51.0: onetouch
51.0: 890d
36.88235294117647: benturan
39.01785714285714: batt
36.369863013698634: batere
36.47222222222222: lcd+touchscreen
35.0: neptune
32.77777777777778: keystone3
32.375: b109
33.091743119266056: galaxi
39.5: hsdpa
39.5: asuz
36.24050632911393: erajaya
32.0: trikomsel
40.06896551724138: oppp
33.142857142857146: e2306
34.13725490196079: graphite
37.12162162162162: 6300
36.333333333333336: dakota
36.0: 9900
35.0: cw1
33.212765957446805: n9000
33.56382978723404: tough
38.8: bodi
31.94736842105263: galxy
45.0: i5a
41.5: ze520kl
40.714285714285715: u50a
32.0: 14.sepesial
39.333333333333336: apollo
32.96739130434783: e7
38.17857142857143: b9900
39.333333333333336: bl5j
36.035714285714285: 2000mah
41.5: a60
38.87931034482759: 5mp
37.53333333333333: taff
34.31578947368421: 0.26mm
33.0: iphone4s
35.0: antigo
33.0625: 8422
35.8252427184466: 8520
32.473684210526315: t116nu
42.0: plus....open
35.2: armature
34.666666666666664: xba
34.0: 2vp
31.677419354838708: wifi+cell
38.44444444444444: wa.o83110448111
37.166666666666664: bentur
35.0: gmd
36.73913043478261: p1m
43.24: i5e
36.06666666666666: 1234567fgh
34.5: new...garansi
36.6551724137931: pembayarang
40.88770053475936: y55s
36.857142857142854: a2020
32.88235294117647: g920f
39.7410071942446: kuota
35.0: d802
31.87878787878788: iphone7
34.26829268292683: mi4
37.41095890410959: ram2
42.0: aak
42.0: batujajar
38.34285714285714: 087840537477
35.0: ivio
36.5: c500
32.575: cdma
33.1875: compatible
35.0: elektronikjkt
34.515625: otg
35.0: ca1
35.2037037037037: 10000mah
34.0: hoky
43.37755102040816: mifi
47.407407407407405: m3z
43.79611650485437: s7c
35.41935483870968: blaupunkt
35.0: sonindo
36.92929292929293: wa:081944
36.92929292929293: 383828
35.4: 083150089753
32.65217391304348: 083138052444
47.0: huwei
43.81: mediapad
36.729166666666664: gress
38.44444444444444: inbox
31.25: 087740785547
36.35971223021583: ideapad
35.4: 310s
36.111111111111114: 11iap
41.0: besoh
37.63414634146341: kesing
32.73076923076923: natal&tahun
39.90909090909091: a74a
32.0: croum
39.14285714285714: elevate
33.0: scr16
42.0: vivov5plus
32.513513513513516: imei
33.67857142857143: xa1
35.0: x7221
32.72727272727273: n935
35.396039603960396: wa:0831
34.25: 3177
34.3235294117647: unlocked
37.89393939393939: simcard
36.907407407407405: backcover
33.0: adhesiv
34.1605504587156: hubungi
35.4: 085280354093
32.697916666666664: 085244007966
33.94871794871795: 0859
33.964285714285715: 5009
33.964285714285715: 8199
44.215384615384615: p8
37.0: bunyy
39.388888888888886: softbunyy
37.0: obr02
36.806666666666665: flexibel
43.0: blite
42.166666666666664: z00d
42.25974025974026: ze500cl
34.0: 083110433443
44.31578947368421: y3ii
32.0: i9060i
31.705882352941178: wa083137568889
33.285714285714285: 8.4
34.71666666666667: perekat
32.0: refurbised
34.083333333333336: 083137544333
32.6: a300f
32.6: a300h
32.0: disetting
35.36363636363636: 3764
31.0: chasis
31.666666666666668: sparepart
32.75: ex.garansi
41.0: dudkan
36.625: simtray
34.175438596491226: wa:081346127051
33.3048128342246: exacoat
37.27272727272727: wa:0852
37.56: 1112
33.8: 081340551682
41.39393939393939: zb690kg
32.0: gunmetal
34.0: valetine
36.125: no.wa
35.666666666666664: 082296064646
33.851485148514854: 0852
32.06666666666667: 4472
32.06666666666667: 3962
35.166666666666664: himax
38.8125: xplay
38.333333333333336: cancellation
34.333333333333336: typec
34.625: headseat
32.0: a7600
37.58490566037736: 5.5inch
35.0: r8
31.0: m535dx
33.0: gddr5
34.14705882352941: cht
32.607142857142854: 083136315577
33.5: 4739
32.0: 4749
34.8: 4339
32.0: 4349
35.9375: 4250
32.0: 4552g
32.0: 4739z
36.13698630136986: thinkpad
32.666666666666664: x260
34.0: 20f5a0wxia
35.91891891891892: ultrabook
36.81818181818182: 6200u
34.6: skylake
32.48571428571429: 083136948000
39.68421052631579: 083110441818
39.25: gl552vx
37.333333333333336: kbl
37.4: dm409t
37.785714285714285: ci7
36.829787234042556: 7700hq
37.0: gtx950mx
37.25: a500
34.785714285714285: wa:083137830999
34.26923076923077: 083138611677
37.516129032258064: batrei
31.09090909090909: primo
39.310344827586206: giftbox
32.0: dc4c55a2
32.0: gratiis
32.5: wa:087878642647
33.868852459016395: 083806847774
41.0: wa:083137898389
41.0: wa:085824384066
41.0: cepatlah
32.247191011235955: yx
31.0: 081200429833
32.0: mapel
31.934426229508198: 083136315777
39.3: 083136819889
35.0: saja.stock
41.0: economic
37.0: panoramic
41.45263157894737: wa:087740782277
33.0: 750d
33.333333333333336: dslr
38.48275862068965: 083137572399
32.0: wa:083138164666
41.4: memo
43.0: me172
42.75: me172v
43.0: hsd070pfw3
43.0: rev.0
32.666666666666664: salim
32.0: sku:hsm
32.0: g950f
35.0: 4383
32.0: 3217
35.333333333333336: 12bln
34.30769230769231: 083890619997
34.72222222222222: pulset
32.46666666666667: whatsapp:0821
32.46666666666667: 9354
32.46666666666667: 0788
32.64: a710
37.76470588235294: mofi
34.0: caso
34.470588235294116: coque
32.5: funda
40.0: alp
43.0: l29
37.85185185185185: ram4
33.88235294117647: n910f
32.970588235294116: c6902
33.04081632653061: c6903
32.92134831460674: 081342680815
36.28947368421053: 5.1
33.07692307692308: gartis
39.55555555555556: 081347082678
36.8: alumunium
34.666666666666664: sliding
32.0: ulth
34.09090909090909: 082188569887
36.45454545454545: a6020a40
33.666666666666664: zperia
37.0: motog
34.08391608391609: mi4i
37.53333333333333: ci5
34.0: 6300u
34.642857142857146: 0247
31.0: 1new
32.13793103448276: 4518
32.13793103448276: 8244
35.97727272727273: 0831.3119.0119
32.744827586206895: 5.8
32.18181818181818: samsumg
43.49090909090909: y5
33.5: 083138007455
35.65: bazel
41.55555555555556: wa:+6283139331117
32.05555555555556: lastlashop
36.2: wa.0838
36.2: 9917
36.2: 6917
35.904347826086955: 087848046077
34.17261904761905: distri
35.13953488372093: ultraslim
35.166666666666664: slimmatte
42.78125: p9
41.1875: zc554kl
39.13333333333333: newgoog
36.0: xxr
38.166666666666664: wa:0878
37.4: 4088
32.0: 9464
31.0: loca
33.166666666666664: sync
32.8: berkuaitas
33.333333333333336: wilayah
31.0: tihbp
41.625: a500cg
41.10344827586207: t00f
35.77777777777778: bootloop
33.0: waterfrop
35.75: ramdhan
40.2: fingerpint
36.405797101449274: sidik
32.97802197802198: supercopy
32.375: n9005
40.333333333333336: bylarva
36.37410071942446: 082190354577
33.742105263157896: 3600
33.75401069518716: 7555
38.0: 32gb..rare
31.0: bebang
35.97260273972603: 083136008477
41.22222222222222: cucigung
33.5: lakota
32.0: c3322i
32.0: 45mb
34.351351351351354: xa2
35.0: 1tahn
35.0: me898id
32.4375: s6edge
32.27272727272727: o823
33.31428571428572: 7798
32.0: 4oo3
37.916666666666664: 2800mah
33.44827586206897: wa:083138005999
41.75: a74f
38.44: x454ya
37.0625: 7410
36.88235294117647: 14inch
33.607142857142854: earphones
33.67741935483871: 081244968245
38.285714285714285: b230
34.666666666666664: ipx
32.0: kt1919
36.2: gdp56
35.0: 3762
35.333333333333336: 9333
33.34782608695652: note5
35.16216216216216: doogee
36.25: fullblack
35.0: promop0
34.45454545454545: bulang
36.666666666666664: blck
34.55555555555556: 7445
32.0: jig
32.0: download
31.0: ss5110
36.13385826771653: 5.7
37.833333333333336: selfy
32.0: trahir
35.0: wa.:0819
35.63636363636364: 0999
36.0: x603
35.0: h871
35.0: vs988
35.0: 5470
34.888888888888886: bbm:vpshop
32.666666666666664: 081354149577
34.33870967741935: srius
35.72222222222222: kami.083134044423
35.394160583941606: o878
35.496062992125985: 439o
33.526315789473685: 087803233377
37.166666666666664: motorolla
35.578947368421055: k10
32.46875: n950
33.31578947368421: n950f
32.0: n950fd
33.35897435897436: 2333
35.333333333333336: bluedio
36.0: turbine
36.5: hurricane
34.806451612903224: 4.1
39.76: rom32gb
34.80597014925373: v20
35.416666666666664: 14isk
35.5: 7wid
36.38181818181818: 6006u
34.2: ex101t
43.0: carrizo
35.714285714285715: ddr3l
43.0: 2049
40.38095238095238: nex
40.285714285714285: 4143
40.285714285714285: 6196
35.57142857142857: clone
37.5: zenmax
35.0: whatsap:0831
35.0: 5298
35.0: 9789
33.94117647058823: 0.9m
33.0: a8121h
36.745098039215684: erafone
39.25: 25mp
35.0: speseial
36.0: mix2s
34.95: microsdxc
36.81944444444444: uhs
36.0: 100mb
32.0: mp64gb
47.90654205607477: icherry
52.0: c208q
52.0: flipphone
35.446666666666665: keyone
35.4: dicirebon
40.8: t303ua
36.0: d5600
38.375: hp.vivo
37.57142857142857: 7610
32.8: 1sim
35.0: u002fpoco
32.64705882352941: j100
35.12238805970149: meizu
41.0: f9pro
49.57142857142857: c122
35.42857142857143: 1000x
35.0: wi1000x
35.733333333333334: cancelling
37.0: 3220
35.0: gsm900
34.0: 1900
32.0: restockya
32.1578947368421: r600
31.0: mulus+masih
37.45161290322581: 05f
32.131578947368425: spacegrey
37.44444444444444: scond
36.666666666666664: 9420
32.0: bombastic
31.0: mr962
32.333333333333336: 2.2ghz
34.16: blackshark
32.0: heba
36.25: promocuci
42.0: cask
33.84126984126984: 6.1
34.0: elementcase
33.5: solace
36.333333333333336: kingkong
36.36363636363636: aiyluna.id
31.0: sn08
37.38461538461539: parastar
35.0: a555
35.0: dualband
42.758620689655174: a53c
38.0: pengubah
31.0: minuse
35.888888888888886: maxfeel
33.12765957446808: g530
34.71917808219178: arrows
35.140350877192986: 04g
35.535714285714285: fisik
43.0: s55a
46.0: mirup
38.14285714285714: porsche
41.13333333333333: 44mm
36.45161290322581: 4gb+64gb
39.73684210526316: x21
38.0: dys
36.666666666666664: refubished
55.0: room16
37.30232558139535: pintar
37.5: iwatch
35.4: phones
35.41975308641975: 6.2
41.025: whasapp
42.526315789473685: r1s
34.63636363636364: g965
39.0: al00
37.18181818181818: 5.9
44.45454545454545: kirin
40.5: 10mm
37.666666666666664: fisheye
34.0: 3359
47.66666666666667: a7x
41.0: oppof9
41.0: oppoa7x
33.32432432432432: bosku
34.0: menguning
34.25: plating
39.5: spotlite
35.88: calandiva
34.86363636363636: 5.99
38.5: ze620
39.0: b81pro
40.27272727272727: doreng
39.0: b188
37.48148148148148: doorprize
38.52173913043478: promoh
36.25: 3010mah
34.0: xtt2411
37.77777777777778: x553
37.3968253968254: 4glte
35.666666666666664: ram8gb
33.857142857142854: rom128gb
34.36666666666667: amoled
33.0: dualcamera
35.333333333333336: snap845
34.857142857142854: module
34.75: rt110
32.0: 18lovecom
32.53448275862069: s7edge
32.0: sihsuka
37.0: purpple
39.35294117647059: quota
41.0: 43gb
39.88461538461539: 30gb
41.11764705882353: 13gb
34.2: thun
35.02040816326531: umidigi
35.0: 5.7inc
35.73728813559322: ume
36.09090909090909: 6.23
36.70305676855895: inchi
34.82539682539682: cctv
34.75: 1more
34.8: ibfree
37.86: 8mp
34.0: besttttt
37.24050632911393: carger
33.6231884057971: mi3
34.333333333333336: 2.1a
34.0: cigarette
35.55555555555556: socket
35.0: eebook
35.434782608695656: e202sa
35.36363636363636: dualcore
36.01587301587301: n3060
35.193548387096776: 11.6
33.0: lumix
35.0: xi147
35.067961165048544: adaptor
35.07142857142857: polymer
31.9375: xdoria
36.6: s930
41.4: ze551kl
33.76470588235294: underwater
33.0: k800i
33.5: cybershot
35.0: z330
34.467532467532465: 2s
42.0: y31
42.77777777777778: t3h
31.886524822695037: verus
34.986486486486484: mount
35.0: ch410
35.0: omsc2ibk
43.125: gr5
35.0: icheery
46.33333333333333: c130
35.0: headsfree
35.0: quadbeat
36.0: lcd+touchscreen+frame
35.0: verbatim
43.6: microusb
35.0: 64707
34.89333333333333: 3t
35.3125: playstore
33.35: l39h
34.470588235294116: dent
33.0: e2303
45.0: barca5
32.0: s8edge
32.48: t719y
35.0: fullsetttt
41.0: mirror5
31.0: spacegray
34.57142857142857: jaming
35.0: sandstone
31.0: 7.plus
32.666666666666664: j7prime
32.375: note7
31.375: reventon
34.45454545454545: flexi
33.18181818181818: iphone4
42.0: selvi
34.362637362637365: fullshet
35.55882352941177: output
40.21052631578947: ampere
35.0: zenfo
35.0: sgp10952
32.0: smartfriend
41.0: oppof1s
32.0: p335
34.2: mi2
34.0: bm20
35.13846153846154: d9387b51
34.285714285714285: intrnal
34.61538461538461: vernee
34.4: 21mp
43.0: 10core
37.2: processor
34.0: x25
33.0: g935fd
36.0: surfer
36.523809523809526: x572
41.0: 64gb.4
34.31818181818182: 2ampere
32.2: ocktober
43.0: h1511
41.0: 1512
35.0: o822
35.0: 9235
35.0: 9375
36.29333333333334: pembayaran
36.0: leawat
35.166666666666664: duper
35.0: aniwk
35.6: bass
34.083333333333336: earbuds
42.37662337662338: i5c
33.76923076923077: g532
41.833333333333336: 512mb
33.0: mulpis
36.40909090909091: 087841395955
35.61538461538461: 082189856344
35.0: 8582
35.0: 4238
33.5: t825
36.5: rocstar
37.666666666666664: 082346575676
36.666666666666664: weifeng
35.0: saleiphone
42.333333333333336: 305sh
34.6: whist
34.6: port+kabel
33.333333333333336: sedunia
33.3: d2533
41.0: wa:0877
40.5: 4078
41.0: 5444
33.17948717948718: 087740785222
35.5: gamming
34.6: 553g
33.0: 114q
34.31578947368421: hardisk
34.11764705882353: mimax
34.0: 085270026248
37.09090909090909: 082395124848
34.205882352941174: note5a
36.0: baru&100
34.0: a1second
33.5: fuulshet
41.8: 7.wa
42.0: 083138529577.hari
41.0: wa:081934445333
31.923076923076923: 082188060194
35.0: eastblue
31.0: 437
34.5: 24gb
50.0: st238
48.33333333333333: henessy
34.0: seblum
33.642857142857146: 082293487311
39.230769230769226: 087840530999
41.0: wa:083137861414
32.0: 085244007066
33.46153846153846: 085213213320.promo
41.0: gedget
38.4: wa.083110448111
35.57142857142857: 081280426645
37.666666666666664: 087740784999
36.68: termurrah
34.0: bm21
34.0: 2900mah
41.214285714285715: zenfone3
41.0: 087842233444
31.8: plastikan
42.74193548387097: zc451tg
42.578947368421055: z00sd
35.0: k430sdy
31.0: pabrikan
35.0: palinmurah
41.0: 083137528047
43.0: me371
43.0: k004
41.31111111111111: zv
35.6578947368421: fullsett
35.32432432432432: hisense
34.333333333333336: l697
34.80952380952381: pureshot
34.56666666666666: wa:085399954361
32.3125: catt
38.75: wa:082157564990
39.27777777777778: a37f
34.0: noy
34.0: bm36
31.575757575757574: 081346637135
37.0: 083123488912
35.3: wa:083123488911
35.95454545454545: amstrong
35.79761904761905: 9320
33.0: orcid
34.38202247191011: mi5c
37.917808219178085: unlock
33.666666666666664: 3.64
36.752941176470586: a2010
35.0: a7939
35.0: 081355703778.tks
37.35: 082292462537
32.0: 081343511143
32.0: i9505
31.0: wa:83136315777
37.25: x541na
37.0: bx401t
32.714285714285715: dts
32.15555555555556: j2pro
33.25806451612903: 1.5gb
31.128205128205128: 083166057444
42.203125: candybar
42.742489270386265: hammer
37.8: 082187423725
36.708333333333336: indoscreen
34.48148148148148: 083123574277
33.4: freetel
33.857142857142854: musashi
40.0: scren
36.333333333333336: polished
37.111111111111114: teransaksi
35.0: wacom
35.0: intuos
34.25: 6x9
34.25: corel
35.0: painessenti
35.00925925925926: 083138164666
34.166666666666664: o83137271999
32.53846153846154: j120
35.3780487804878: 0823
33.82608695652174: 2488
32.333333333333336: mini3
31.8: 4g+wifi
35.0: mororola
33.333333333333336: goldd
32.0: puskrip
32.0: gedangan
35.0: termura.belanja
35.0: juga.cara
34.75: 085397810650
36.741379310344826: xpressmusic
35.0: 4764
35.0: 6554
32.0: galasy
33.17391304347826: 085280797913
38.0: n502
32.0: basaran
35.166666666666664: 5233
39.906666666666666: 3737
33.833333333333336: 082292409969
36.333333333333336: 088804292457
37.166666666666664: 085243833203
38.0: bp4w
37.352112676056336: 083.136.486.111
32.9: e5506
33.083333333333336: e5553
33.111111111111114: e5563
37.25454545454545: urah
32.0: 083137662777
33.0: 579
35.21590909090909: oukitel
34.666666666666664: k10000
35.333333333333336: bp2
31.0: aaa.promo
31.0: sale.aaa
36.92307692307692: voucher
32.193548387096776: folder
35.86666666666667: 5574
35.827586206896555: 5959
41.0: n5111
37.0: bridgeacc
32.333333333333336: wa.081217909456
31.0: mpv2441
36.465753424657535: pesen
35.611111111111114: whatsapp:0813
36.0: 4269
36.0: 0144
37.733333333333334: 083137608333
32.0: mpv1977
34.5: grey&gold
37.26086956521739: rom32
33.666666666666664: 085823330366
33.24: 4741
42.5: z007
35.6: 085242346153
37.21568627450981: lansung
33.0: ezcast
33.285714285714285: miracast
35.857142857142854: chromecast
35.28125: hdmi
32.5: n920
32.0: n920f
32.0: tombel
33.291666666666664: mixersaturnus
32.327586206896555: on7
44.38323353293413: modem
32.0: whatsp:083139271567
36.09756097560975: crf
38.41379310344828: 9805
39.044117647058826: 24mp
42.0: tokoboss
34.63636363636364: 38007445
32.25: resmu
33.5: joox
34.229729729729726: likenew
42.036144578313255: zenpad
40.8: z380
41.666666666666664: ze380kl
36.206896551724135: 02h
33.81666666666666: xz2
38.333333333333336: henpone
31.0: y84
35.142857142857146: kaami
35.875: 087841940777
36.43396226415094: g55
38.0: battrey
38.27777777777778: batrai
35.0: mnyk2
35.22222222222222: 1.2ghz
34.18181818181818: gh69
34.46666666666667: 9168
34.46666666666667: 6363
38.94565217391305: internet
37.8: setahun
35.0: 083136874747
44.08: s4z
43.0: a450cg
41.85714285714286: t001
39.285714285714285: wa081953149696
38.0: 3310c
33.666666666666664: ex300
34.707692307692305: fromo
35.916666666666664: 087841941345
38.19230769230769: 7577
41.04081632653061: zb570tl
34.2: 9444
36.0: 02f
42.5: hogo
38.36666666666667: sebulan
42.515151515151516: zb500kg
32.13333333333333: buln
35.2: h845
35.0: lx2
43.82352941176471: y7
33.0: j500f
32.38461538461539: j500g
32.75: j500h
32.69642857142857: j500
43.0: fx553vd
35.3125: 2999
35.0: smartphine
33.5: c1905
33.0: c2005
34.9: thinq
41.78431372549019: s50k
37.833333333333336: c103
37.0: 4+32
35.6: wcdma
32.0: jo2738
36.666666666666664: yo78
32.0: j7duo
37.733333333333334: bordeaux
42.0: access
34.61333333333333: xioami
37.9: 2700
35.907407407407405: saleh
35.24390243902439: 2789
35.0: tigernu
35.0: b3164
42.0: souvernir
42.0: 6.22
42.0: 230818
34.8125: mtk8173
40.94871794871795: 5z
35.0: huangmi
40.53846153846154: r1201
31.0: meleovo
32.142857142857146: 082362545357
38.0: avenger
35.0: pav
35.0: r076l
35.0: 2nl36aa
35.0: 7700t
32.810810810810814: j111f
33.55555555555556: monitoring
35.917808219178085: headphones
33.333333333333336: zx310
34.96666666666667: dudukan
32.35294117647059: 083132004343
35.0: a4603
32.44444444444444: singapur
32.0: hinga55
32.72727272727273: grati1
37.23809523809524: hingga55
41.0: gartis1
38.3125: wa:0853
35.0: 9662
35.90909090909091: r116
32.6: samsunh
32.0: 64gb.single
35.0: zap5
37.0: 11ikb
37.0: corem3
35.75: 7y30
37.0: 3149
32.81818181818182: mainboard
36.666666666666664: cirebon
37.714285714285715: plash
41.0: sandick
32.94736842105263: g900
34.0: lcd+ts+frame
35.470588235294116: p10000
35.3: 11000
36.36690647482014: fhd
34.0: handphpne
32.735849056603776: akg
35.77142857142857: iring
